state,anchor_id,existing_ccss_id,verdict,confidence,recommended_ccss_id,rationale
CO,5.MD.C.5.c,5.MD.C.5.c,confirmed,99.0,5.MD.C.5.c,"Perfect lesson overlap (1.0, all 5 lessons shared) combined with the highest embedding similarity (0.86) and rank-1 candidacy provide overwhelming evidence. The state standard text is essentially identical to the CCSS standard text."
ND,1.NO.NBT.1,1.NBT.B.2.a,likely_correct,72.0,1.NBT.B.2.a,"The lesson overlap of 0.5385 (7 of 13 shared lessons) provides moderate support for this tag, and 1.NBT.B.2.a is a logical sub-component of the parent standard 1.NBT.B.2 (which has perfect overlap and is already tagged). Since the state standard addresses the general concept of tens and ones composition, tagging all relevant sub-standards of 1.NBT.B.2 (including 2.a) is reasonable, though 1.NBT.B.2 itself is the primary match."
LA,2.NBT.A.1.b,2.NBT.A.1.b,confirmed,99.0,2.NBT.A.1.b,"The tag has a perfect lesson overlap of 1.0 (all 9 lessons shared) and the state standard text is identical to the CCSS 2.NBT.A.1.b text, with the highest embedding similarity score of 0.837 among all candidates. All evidence strongly confirms this tag."
KS,6.SP.5a,6.SP.B.5.a,confirmed,99.0,6.SP.B.5.a,"Perfect lesson overlap (1.0) with all lessons shared, identical standard text, and ranked #1 among candidates — all evidence strongly confirms this tag is correct."
WY,3.OA.A.4,3.OA.A.4,confirmed,99.0,3.OA.A.4,"The lesson overlap is perfect (1.0) with all 6 lessons shared between the state standard and 3.OA.A.4, and the state standard text is essentially identical to the CCSS text, just with slightly expanded language about missing factors, products, dividends, divisors, and quotients."
RI,6.RP.A.3,6.RP.A.3,confirmed,99.0,6.RP.A.3,"The tag shows perfect lesson overlap (1.0) with all 11 lessons shared, and the state standard text is essentially identical to the CCSS 6.RP.A.3 text, with an embedding similarity of 0.83. All evidence strongly supports this tag."
WY,6.RP.A.3C,6.RP.A.3.c,confirmed,99.0,6.RP.A.3.c,"The lesson overlap is perfect (1.0), with all 5 state lessons matching all 5 CCSS lessons, and the state standard text directly mirrors the CCSS standard's content about percentages as rates per 100 and solving problems involving wholes, parts, and percentages. No other candidate comes close."
OH,5.NF.3,5.NF.B.3,confirmed,99.0,5.NF.B.3,"The lesson overlap is perfect (1.0) with all 4 lessons shared between the state standard and 5.NF.B.3, and the state standard text is nearly identical to the CCSS text. This is an unambiguous match with no competing candidates showing any lesson overlap."
WY,4.MD.K.5,4.MD.C.5,likely_incorrect,72.0,4.MD.C.5.a,"4.MD.C.5 has 0% lesson overlap (0 of 5 shared lessons), while 4.MD.C.5.a and 4.MD.C.5.b both show 100% lesson overlap, making them far stronger matches. The WY standard text covers both the parent concept and the sub-standard content, but since 4.MD.C.5 (the parent) appears to have no associated lessons in the curriculum while the sub-standards perfectly match, the tag for 4.MD.C.5 is redundant and unsupported by lesson evidence — the sub-standard tags (already present) better capture the actual curriculum alignment."
ID,8.EE.C.8.b,8.EE.C.8.b,confirmed,97.0,8.EE.C.8.b,"The lesson overlap of 86.67% (13 of 15 lessons shared) is extremely strong, indicating near-identical curriculum coverage. The state standard text is also nearly identical to the CCSS text, with only the addition of explicit examples of strategies (substitution and elimination), and the embedding similarity of 0.812 is the highest among all candidates."
MS,3.NF.3b,3.NF.A.3.b,confirmed,99.0,3.NF.A.3.b,"The lesson overlap is perfect (1.0, all 8 lessons shared), and the state standard text is essentially identical to 3.NF.A.3.b, including the same examples. No other candidate comes close on lesson overlap."
KS,5.NBT.7,5.NBT.B.7,confirmed,99.0,5.NBT.B.7,"The state standard text is virtually identical to CCSS 5.NBT.B.7, and the lesson overlap is perfect (1.0) with all 16 lessons shared, making this an unambiguous match with overwhelming evidence from both signals."
MA,1.G.A.1,1.G.A.1,confirmed,99.0,1.G.A.1,"The lesson overlap is perfect (1.0, all 5 lessons shared), the text is nearly identical between the state standard and CCSS 1.G.A.1, and it ranks first in similarity. All evidence strongly supports this tag."
AR,7.PR.6,7.RP.A.2.c,confirmed,92.0,7.RP.A.2.c,"The lesson overlap is perfect (1.0, all 10 lessons shared), which is the strongest signal and strongly confirms this tag. The state standard's focus on creating equations in the form y = mx from tables, verbal descriptions, or graphs directly aligns with 7.RP.A.2.c's requirement to represent proportional relationships by equations, despite the lower embedding similarity score."
AK,3.MD.7.b,3.MD.C.5.b,confirmed,99.0,3.MD.C.5.b,"The text of the state standard is nearly verbatim identical to 3.MD.C.5.b, and the lesson overlap is perfect (1.0, with all 5 lessons shared), providing the strongest possible evidence that this tag is correct."
MO,8.EEI.B.6.b,8.EE.B.6,confirmed,99.0,8.EE.B.6,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is nearly identical to 8.EE.B.6 (it describes deriving y=mx and y=mx+b, which is the second part of 8.EE.B.6). No other candidate comes close in lesson overlap."
MA,1.NBT.B.2,1.NBT.B.2,confirmed,99.0,1.NBT.B.2,"The tag shows perfect lesson overlap (1.0, with all 13 lessons shared) and ranks first among candidates with the highest embedding similarity (0.807), and the state standard text is essentially identical to the CCSS standard text, making this an unambiguous match."
ND,8.AR.F.2,8.F.A.2,confirmed,99.0,8.F.A.2,"The lesson overlap is perfect (1.0), with all 2 state lessons matching the 2 CCSS lessons for 8.F.A.2. Additionally, the state standard text is nearly identical to 8.F.A.2, specifically focusing on linear functions compared across different representations, making this an unambiguous match."
KS,5.OA.1,5.OA.A.1,confirmed,99.0,5.OA.A.1,"The lesson overlap is perfect (1.0, all 11 lessons shared), and the text similarity is very high (0.832). The state standard text is nearly identical to 5.OA.A.1, and no other candidate comes close in lesson overlap."
AK,3.MD.4,3.MD.B.3,confirmed,99.0,3.MD.B.3,"The state standard text is virtually identical to 3.MD.B.3, and the lesson overlap is perfect (1.0), with all 3 state lessons matching all 3 CCSS lessons. Both embedding similarity (0.906) and rank (1st) further confirm this is the correct tag."
AL,3.OA.8,3.OA.D.8,confirmed,99.0,3.OA.D.8,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the state standard text is nearly identical to 3.OA.D.8 in content and intent. No other candidate comes close in either lesson overlap or semantic similarity."
AZ,6.G.A.2,6.G.A.2,confirmed,99.0,6.G.A.2,"The lesson overlap is perfect (1.0, all 5 lessons shared), and the embedding similarity of 0.87 is by far the highest among candidates. The state standard text is essentially identical to CCSS 6.G.A.2, differing only in minor phrasing around the formula notation."
CO,K.MD.B.3,K.MD.B.3,confirmed,99.0,K.MD.B.3,"The tag shows perfect lesson overlap (1.0, all 8 lessons shared) and the state standard text is nearly identical to the CCSS text, with the only difference being Colorado's added limitation on category counts. This is an unambiguous match."
SD,4.MD.A.3,4.MD.A.3,confirmed,99.0,4.MD.A.3,"The lesson overlap is perfect (1.0) with all 5 lessons shared between the state standard and 4.MD.A.3, and the state standard text is virtually identical to the CCSS text. No other candidate comes close in lesson overlap."
AZ,1.MD.A.1,1.MD.A.1,confirmed,99.0,1.MD.A.1,"The tag shows perfect lesson overlap (1.0, all 5 lessons shared) and the state standard text is nearly identical to the CCSS standard text, with the highest embedding similarity score (0.817) among all candidates. All evidence strongly supports this tag."
AL,7.PR.2.b,7.RP.A.2.b,confirmed,99.0,7.RP.A.2.b,"The lesson overlap is perfect (1.0, with all 10 lessons shared), and the state standard text is nearly identical to CCSS 7.RP.A.2.b, both focusing on identifying the constant of proportionality across the same set of representations. This is the strongest possible evidence for a correct tag."
IA,7.NS.A.3,7.NS.A.3,confirmed,99.0,7.NS.A.3,"The tag has perfect lesson overlap (1.0, with all 2 shared lessons matching) and the highest embedding similarity (0.854) among all candidates. The state standard text is essentially identical to the CCSS standard text, making this an unambiguous match."
KS,1.OA.7,1.OA.D.7,confirmed,99.0,1.OA.D.7,"The lesson overlap is perfect (1.0, all 9 lessons shared), and the state standard text is virtually identical to 1.OA.D.7. No other candidate comes close in either lesson overlap or semantic similarity."
KS,2.OA.2,2.OA.C.3,likely_correct,62.0,2.OA.C.3,"The KS standard explicitly includes 'Work with equal groups of objects to gain foundations for multiplication,' which maps to the 2.OA.C cluster, and 2.OA.C.3 has the highest lesson overlap (0.4643, 13 shared lessons) among all candidates, slightly edging out 2.OA.C.4 (0.5, 14 shared). However, the state standard's primary focus is fluent addition/subtraction within 20 using mental strategies, which aligns more directly with 2.OA.B.2, while 2.OA.C.3's content (odd/even, pairing objects) only partially matches. The tag is defensible given the state standard's dual focus and the strong lesson overlap, but it's not a perfect textual match."
AK,8.EE.5,8.EE.B.5,confirmed,97.0,8.EE.B.5,"The lesson overlap is perfect (1.0, with all 2 lessons shared), which is the strongest possible signal. The state standard text closely mirrors the CCSS 8.EE.B.5 text, including the explicit mention of graphing proportional relationships, interpreting slope/unit rate, and comparing proportional relationships represented in different ways."
RI,6.G.A.4,6.G.A.4,confirmed,99.0,6.G.A.4,"The tag shows perfect lesson overlap (1.0, all 7 lessons shared) and near-identical text with an embedding similarity of 0.895, making this an unambiguous match. No other candidate comes close in either metric."
ID,6.G.A.1,6.G.A.1,confirmed,99.0,6.G.A.1,"The tag has a perfect lesson overlap of 1.0 (all 8 lessons shared) and the state standard text is essentially identical to the CCSS 6.G.A.1 text, with the highest embedding similarity score of 0.871. No other candidate comes close."
IN,5.M.1,5.MD.A.1,confirmed,99.0,5.MD.A.1,"The lesson overlap is perfect (1.0, all 7 lessons shared), and the text of the Indiana standard is nearly identical to 5.MD.A.1. No other candidate comes close in either lesson overlap or semantic similarity."
MO,3.NF.A.5,3.NF.A.3,likely_incorrect,82.0,3.NF.A.3.b,"The tag being evaluated (3.NF.A.3) has 0% lesson overlap with the state standard, making it poorly supported by the strongest evidence signal. In contrast, 3.NF.A.3.b — which already exists as another tag for this standard — has 80% lesson overlap and the highest embedding similarity (0.75), and its text directly matches the state standard's focus on recognizing/generating equivalent fractions using visual models."
AR,K.GM.6,K.MD.A.2,confirmed,97.0,K.MD.A.2,"The lesson overlap is extremely high at 92.31% (12 of 13 lessons shared), providing very strong evidence that this tag is correct. The state standard's content about direct comparisons of measurable attributes (length, weight, capacity, temperature) aligns well with K.MD.A.2's focus on directly comparing objects with a measurable attribute in common."
OH,6.SP.1a,6.SP.A.1,confirmed,95.0,6.SP.A.1,"The state standard text closely mirrors 6.SP.A.1 (both focus on recognizing statistical questions that anticipate variability), and the lesson overlap of 0.75 (3 of 4 lessons shared) is strong, confirming this is the correct alignment. No other candidate comes close in either text similarity or lesson overlap."
AL,2.NBT.8,2.NBT.A.3,confirmed,99.0,2.NBT.A.3,"The state standard text is virtually identical to CCSS 2.NBT.A.3, and the lesson overlap is perfect (1.0) with all 5 lessons shared, leaving no ambiguity about the correct alignment."
CO,2.G.A.2,2.G.A.2,confirmed,99.0,2.G.A.2,"The tag has a perfect lesson overlap of 1.0 (all 3 lessons shared) and the state standard text is identical to the CCSS 2.G.A.2 text, making this an unambiguous match. No other candidate comes close in either lesson overlap or textual similarity."
ID,7.SP.C.6,7.SP.C.6,confirmed,99.0,7.SP.C.6,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to CCSS 7.SP.C.6, with the highest embedding similarity (0.767) among all candidates. This is a clear and well-supported match."
AZ,4.G.A.2,4.G.A.2,confirmed,99.0,4.G.A.2,"The lesson overlap is perfect (1.0, all 3 lessons shared), the state standard text is nearly identical to the CCSS text, and the embedding similarity is the highest among all candidates at 0.816. All evidence strongly supports this tag."
MA,4.MD.A.2,4.MD.A.2,confirmed,99.0,4.MD.A.2,"The lesson overlap is perfect (1.0, 13/13 lessons shared), the embedding similarity is very high (0.93), and the state standard text is essentially identical to the CCSS 4.MD.A.2 text. All evidence strongly supports this tag."
MS,5.MD.1,5.MD.A.1,confirmed,99.0,5.MD.A.1,"The lesson overlap is perfect (1.0, all 7 lessons shared), and the state standard text is nearly identical to CCSS 5.MD.A.1, with the highest embedding similarity score (0.879) among all candidates. All evidence strongly supports this tag."
AL,K.FC.4.c,K.CC.B.4.b,confirmed,99.0,K.CC.B.4.b,"Perfect lesson overlap (1.0, all 14 lessons shared) and the CCSS text directly contains the exact language of the state standard ('The number of objects is the same regardless of their arrangement or the order in which they were counted'), making this an unambiguous match."
ID,K.CC.B.4.a,K.CC.B.4.a,confirmed,99.0,K.CC.B.4.a,"The tag has a perfect lesson overlap of 1.0 (all 11 lessons shared) and the state standard text is essentially identical to the CCSS standard text, with an embedding similarity of 0.768. This is unambiguous."
KS,1.G.3,1.G.A.3,confirmed,99.0,1.G.A.3,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to CCSS 1.G.A.3 (only adding a note about fraction notation not being expected). This is an unambiguous match."
NJ,8.SP.A.2,8.SP.A.2,confirmed,99.0,8.SP.A.2,"The lesson overlap is perfect (1.0, with all 4 lessons shared), the text is nearly identical between the state standard and CCSS 8.SP.A.2, and it ranks first among all candidates with an embedding similarity of 0.897. All evidence strongly supports this tag."
SD,5.MD.B.2,5.MD.B.2,confirmed,95.0,5.MD.B.2,"The lesson overlap is perfect (1.0) with all 3 state lessons matching the 3 CCSS 5.MD.B.2 lessons, which is the strongest possible signal. Although this tag does not appear in the top-5 similarity candidates (likely due to the state standard's abbreviated wording versus CCSS's fuller description), the complete lesson overlap strongly confirms this alignment."
AK,6.RP.3.c,6.RP.A.3.c,confirmed,99.0,6.RP.A.3.c,"Perfect lesson overlap (1.0, all 5 lessons shared) combined with near-identical standard text and top embedding similarity score makes this an unambiguous match. No other candidate comes close in any metric."
AK,6.EE.1,6.EE.A.1,confirmed,99.0,6.EE.A.1,"The tag has perfect lesson overlap (1.0, all 5 lessons shared) and the state standard text is identical to the CCSS standard text, with the highest embedding similarity score (0.873) among all candidates. All evidence strongly supports this alignment."
RI,4.NF.B.3.a,4.NF.B.3.a,confirmed,99.0,4.NF.B.3.a,"Perfect lesson overlap (1.0, all 12 lessons shared) and the state standard text is nearly identical to the CCSS text, with the only difference being RI's added parenthetical clarification. Both signals strongly confirm this tag."
CO,4.MD.C.7,4.MD.C.7,confirmed,99.0,4.MD.C.7,"The lesson overlap is perfect (1.0, all 4 lessons shared), the text of the state standard is virtually identical to 4.MD.C.7, and it ranks first among all candidates with the highest embedding similarity (0.893). All evidence strongly supports this tag."
AR,8.GM.11,8.G.A.4,confirmed,99.0,8.G.A.4,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to 8.G.A.4, covering the same concept of describing sequences of transformations including dilations to exhibit similarity between two-dimensional figures. No other candidate comes close in either lesson overlap or semantic similarity."
ID,K.MD.B.3,K.MD.B.3,confirmed,99.0,K.MD.B.3,"The lesson overlap is perfect (1.0), with all 8 lessons shared between the state standard and K.MD.B.3, and the state standard text is nearly identical to the CCSS text. This is unambiguous alignment."
WY,7.G.E.2,7.G.A.2,confirmed,99.0,7.G.A.2,"The lesson overlap is perfect (1.0, with all 9 lessons shared), and the state standard text is nearly identical to 7.G.A.2's text. No other candidate comes close in either lesson overlap or semantic similarity."
IA,2.MD.B.6,2.MD.B.6,confirmed,99.0,2.MD.B.6,"The tag has a perfect lesson overlap of 1.0 (all 6 lessons shared), ranks #1 among candidates, and the standard text is nearly identical word-for-word with an embedding similarity of 0.916, leaving no doubt this is the correct alignment."
ID,2.OA.A.1,2.OA.A.1,confirmed,99.0,2.OA.A.1,"The lesson overlap is perfect (1.0, with all 13 lessons shared), and the state standard text is nearly identical to the CCSS 2.OA.A.1 text. The embedding similarity is also the highest among all candidates at 0.85."
IA,5.MD.A.1,5.MD.A.1,confirmed,99.0,5.MD.A.1,"The state standard text is nearly identical to CCSS 5.MD.A.1, and the lesson overlap is perfect (1.0) with all 7 lessons shared, making this an unambiguous match."
AZ,2.MD.B.5,2.MD.B.5,confirmed,99.0,2.MD.B.5,"The tag has perfect lesson overlap (1.0, all 5 lessons shared) and the highest embedding similarity (0.812) among all candidates. The state standard text is essentially identical to the CCSS 2.MD.B.5 text, and no other candidate comes close on any metric."
WY,3.NF.F.3A,3.NF.A.3.a,confirmed,99.0,3.NF.A.3.a,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is nearly identical to 3.NF.A.3.a's text, with the highest embedding similarity score among all candidates. Both signals strongly confirm this tag."
AL,1.OA.7,1.OA.D.7,confirmed,99.0,1.OA.D.7,"The lesson overlap is perfect (1.0, with all 9 lessons shared), and the state standard text is nearly identical to 1.OA.D.7 in content and intent. No other candidate comes close in either lesson overlap or semantic similarity."
MO,5.NBT.A.2,5.NBT.A.3.b,likely_correct,68.0,5.NBT.A.3.b,"5.NBT.A.3.b has the strongest lesson overlap (0.5, with 1 of 2 state lessons shared) and ranks #1 in embedding similarity among candidates, making it the best available match. However, the MO standard explicitly covers 'billions to thousandths' (whole numbers and decimals), which is broader than 5.NBT.A.3.b's focus on decimals alone — the existing 4.NBT.A.2 tag partially captures the whole-number comparison aspect, suggesting this is a genuine many-to-one alignment where 5.NBT.A.3.b covers the decimal comparison portion."
MA,7.G.B.5,7.G.B.5,confirmed,99.0,7.G.B.5,"The lesson overlap is perfect (1.0) with all 3 lessons shared between the state standard and CCSS 7.G.B.5, and the text of both standards is nearly identical with a high embedding similarity of 0.85. No other candidate comes close."
LA,6.RP.A.1,6.RP.A.1,confirmed,99.0,6.RP.A.1,"The lesson overlap is perfect (1.0, with all 7 lessons shared), the state standard text is nearly identical to the CCSS text, and 6.RP.A.1 ranks first among all candidates. All evidence strongly supports this tag."
RI,3.NF.A.3.a,3.NF.A.3.a,confirmed,99.0,3.NF.A.3.a,"The tag has a perfect lesson overlap of 1.0 (all 6 lessons shared) and the highest embedding similarity score of 0.828, ranking first among all candidates. The state standard text is also nearly identical to the CCSS standard text, leaving no ambiguity."
ND,2.AR.OA.6,2.OA.C.3,confirmed,95.0,2.OA.C.3,"The state standard text is nearly identical in content to 2.OA.C.3 (identifying even/odd groups up to 20, expressing even numbers as sum of two equal parts), with the highest embedding similarity (0.794) and a 30.77% lesson overlap (4 of 4 state lessons shared). No other candidate comes close on either metric."
ND,6.GM.GF.3,6.G.A.4,confirmed,99.0,6.G.A.4,"The lesson overlap is perfect (1.0, with all 7 lessons shared), and the state standard text is nearly identical in content to 6.G.A.4, covering nets of rectangles and triangles for surface area in real-world contexts. The embedding similarity of 0.818 further corroborates this strong alignment."
MO,1.NBT.B.7,1.NBT.C.6,likely_incorrect,80.0,1.NBT.C.4,"The tag being evaluated (1.NBT.C.6) has only 18.18% lesson overlap and does not appear in the top-5 candidates, while 1.NBT.C.4 shows a perfect 100% lesson overlap (22/22 shared lessons) and is already an existing tag for this standard. The MO standard covers both adding AND subtracting multiples of 10 from two-digit numbers, which aligns more broadly with 1.NBT.C.4's scope; 1.NBT.C.6 only covers subtraction of multiples of 10 from multiples of 10 (more restrictive), making it a weaker match."
MS,2.NBT.1b,2.NBT.A.1.b,confirmed,99.0,2.NBT.A.1.b,"The state standard text is identical to the CCSS 2.NBT.A.1.b text, and the lesson overlap is perfect (1.0) with all 9 lessons shared, providing overwhelming evidence that this tag is correct."
RI,8.G.B.6.b,8.G.B.6,confirmed,98.0,8.G.B.6,"The lesson overlap is perfect (1.0) with all 3 lessons shared between the state standard and 8.G.B.6, and the state standard text directly aligns with explaining/justifying a proof of the Pythagorean Theorem and its converse. Both the content and curriculum evidence strongly confirm this tag."
NJ,5.NF.B.3,5.NF.B.3,confirmed,99.0,5.NF.B.3,"The lesson overlap is perfect (1.0, all 4 lessons shared), and the state standard text is nearly identical to CCSS 5.NF.B.3. No other candidate comes close in lesson overlap."
ND,8.GM.AV.1,8.G.C.9,confirmed,99.0,8.G.C.9,"The tag 8.G.C.9 has a perfect lesson overlap of 1.0 (all 5 lessons shared), and the text of both standards is virtually identical in scope — applying formulas for volumes of cones, cylinders, and spheres to real-world problems. The next closest candidate (HSG.GMD.A.3) has zero lesson overlap despite higher embedding similarity."
MA,2.OA.C.3,2.OA.C.3,confirmed,99.0,2.OA.C.3,"The tag shows perfect lesson overlap (1.0, with all 13 lessons shared) and near-identical text with an embedding similarity of 0.909, making this an unambiguous match. The MA standard text is essentially verbatim identical to the CCSS 2.OA.C.3 standard."
WY,1.G.K.3,1.G.A.3,confirmed,99.0,1.G.A.3,"The state standard text is virtually identical to 1.G.A.3, and the lesson overlap is perfect (1.0) with all 4 lessons shared. Both the semantic similarity (0.845) and lesson overlap provide overwhelming evidence that this tag is correct."
LA,7.EE.B.3,7.EE.B.3,confirmed,99.0,7.EE.B.3,"The lesson overlap is perfect (1.0), with all 7 lessons shared between the state standard and 7.EE.B.3, and the state standard text is nearly identical to the CCSS text. This is unambiguous alignment."
MO,8.NS.A.2,8.NS.A.2,confirmed,99.0,8.NS.A.2,"The lesson overlap is perfect (1.0) with all 2 shared lessons, and the state standard text directly describes the same content as CCSS 8.NS.A.2 (estimating irrational numbers, comparing their size, and locating them on a number line). The embedding similarity of 0.74 is also the highest among all candidates."
WY,4.NF.F.2,4.NF.A.2,confirmed,99.0,4.NF.A.2,"The state standard text is virtually identical to CCSS 4.NF.A.2, and the lesson overlap is perfect (1.0) with all 5 lessons shared, making this an unambiguous match. The candidate ranks first in both lesson overlap and embedding similarity."
SD,5.NF.A.2.b,5.NF.A.2,confirmed,92.0,5.NF.A.2,"The state standard SD 5.NF.A.2.b text is a direct subset of CCSS 5.NF.A.2, sharing identical language about benchmark fractions and number sense. The lesson overlap of 66.67% (4 of 4 state lessons shared) is strong, and 5.NF.A.2 ranks first among all candidates with no competing alternative showing any lesson overlap."
MO,6.EEI.A.2.e,6.EE.A.2.c,likely_incorrect,62.0,6.EE.B.6,"The state standard 6.EEI.A.2.e focuses on understanding the meaning of a variable in context, which aligns more closely with 6.EE.B.6 (understanding variables as representing unknown or any number in a set) than with 6.EE.A.2.c (evaluating expressions and order of operations). While the lesson overlap for 6.EE.A.2.c is perfect (1.0), the tag doesn't appear in the top-5 candidates and the semantic content is mismatched; however, 6.EE.B.6 has only modest lesson overlap (0.077) and embedding similarity (0.445), leaving some uncertainty about the best alternative."
MO,5.NF.B.5,5.NF.B.5,likely_incorrect,88.0,5.NF.B.5.b,"The tag being evaluated (5.NF.B.5) has 0% lesson overlap and is not in the top-5 candidates, while the other existing tag 5.NF.B.5.b shows 100% lesson overlap (10/10 shared lessons), making it clearly the correct alignment for this state standard about justifying the reasonableness of products when multiplying with fractions."
WY,6.NS.D.6A,6.NS.C.6.a,confirmed,99.0,6.NS.C.6.a,"The lesson overlap is perfect (1.0) with all 3 lessons shared between the state standard and 6.NS.C.6.a, and the state standard text directly mirrors the content of 6.NS.C.6.a (opposite numbers, zero, number line locations). No other candidate comes close in lesson overlap."
KS,2.NBT.9,2.NBT.B.9,confirmed,99.0,2.NBT.B.9,"The tag shows perfect lesson overlap (1.0, all 10 lessons shared) and the highest embedding similarity (0.886) among all candidates, with nearly identical text between the state standard and CCSS 2.NBT.B.9. All evidence strongly confirms this alignment."
SC,4.NR.1.3,4.NBT.A.2,likely_correct,62.0,4.NBT.A.2,"4.NBT.A.2 is the only candidate with any lesson overlap (1 shared lesson, 16.67%), and it matches the grade level (4th grade) and content (comparing multi-digit whole numbers using > and < symbols). The state standard extends to ordering up to 3 numbers within 999,999, which CCSS 4.NBT.A.2 covers in spirit, though the top embedding similarity goes to 2.NBT.A.4 which has zero lesson overlap and is a lower grade standard."
SD,K.G.A.3,K.G.A.3,confirmed,99.0,K.G.A.3,"The tag is an exact text match to the CCSS standard K.G.A.3, and has a perfect lesson overlap score of 1.0 with all 2 lessons shared, making this an unambiguous alignment. It also ranks first in embedding similarity at 0.832, far above all other candidates."
AL,5.M.18,5.MD.C.3.a,confirmed,88.0,5.MD.C.3.a,"The lesson overlap of 0.8333 (5 of 6 lessons shared) is the strongest signal and strongly supports this tag. The state standard's content about identifying volume, unit cubes, and measuring by counting unit cubes aligns well with 5.MD.C.3.a, and the high lesson overlap confirms this is a legitimate pairing alongside the other existing tags (5.MD.C.4 and 5.MD.C.3) that together cover the full scope of the state standard."
ID,8.EE.A.4,8.EE.A.4,confirmed,99.0,8.EE.A.4,"The lesson overlap is perfect (1.0, all 6 lessons shared), and the state standard text is essentially identical to CCSS 8.EE.A.4. This is unambiguously the correct tag."
NJ,5.G.A.1,5.G.A.1,confirmed,99.0,5.G.A.1,"The state standard text is identical to CCSS 5.G.A.1, and the lesson overlap is perfect (1.0, all 3 lessons shared), making this an unambiguous match with maximum evidence strength."
AL,8.AF.13,8.F.A.1,confirmed,99.0,8.F.A.1,"The lesson overlap is perfect (1.0) with all 4 lessons shared between the state standard and 8.F.A.1, and the semantic similarity is the highest among all candidates (0.723). The state standard text directly mirrors the CCSS 8.F.A.1 definition of a function, both describing it as a rule assigning exactly one output to each input."
AR,3.GM.6,3.MD.C.7.a,confirmed,85.0,3.MD.C.7.a,"The state standard AR 3.GM.6 directly matches the language and intent of 3.MD.C.7.a — both describe finding rectangle area using unit squares/tiling and showing equivalence with multiplying side lengths. The lesson overlap of 0.4 (4 shared lessons) is the highest among all candidates, and the standard ranks #1 in text similarity, supporting this tag as correct."
AZ,3.MD.B.4,3.MD.B.4,confirmed,99.0,3.MD.B.4,"The lesson overlap is perfect (1.0, all 3 lessons shared), and the state standard text is essentially identical to CCSS 3.MD.B.4 with only minor wording differences. No other candidate comes close in either lesson overlap or semantic similarity."
CO,4.NF.B.4.a,4.NF.B.4.a,confirmed,99.0,4.NF.B.4.a,"The lesson overlap is perfect (1.0 — the single state lesson is identical to the single CCSS lesson), and the state standard text ('Understand a fraction as a multiple of') is a clear truncation of 4.NF.B.4.a's text. No other candidate has any lesson overlap with this standard."
MO,6.GM.A.2.a,6.G.A.2,confirmed,85.0,6.G.A.2,"The lesson overlap between the state standard and 6.G.A.2 is perfect (1.0, with all 5 lessons shared), which is the strongest possible signal and outweighs the fact that 6.G.A.2 does not appear in the top-5 similarity candidates. The state standard's concept of 'filling a prism with multiple layers of the base' directly aligns with 6.G.A.2's packing-with-unit-cubes approach for right rectangular prisms, and the grade-level context (grade 6 with fractional edge lengths) matches 6.G.A.2 rather than the grade-5 candidates in the top-5 list."
AR,1.NPV.8,1.G.A.3,confirmed,99.0,1.G.A.3,"The lesson overlap is perfect (1.0), with all 4 state lessons matching all 4 CCSS lessons, and the state standard text is nearly identical to 1.G.A.3. This is the top-ranked candidate with the highest embedding similarity (0.835), leaving no ambiguity."
MA,6.EE.C.9,6.EE.C.9,confirmed,99.0,6.EE.C.9,"The lesson overlap is perfect (1.0, all 4 lessons shared), the state standard text is nearly identical to the CCSS text, and the embedding similarity is high at 0.81. No other candidate comes close on any metric."
AZ,5.G.A.2,5.G.A.2,confirmed,99.0,5.G.A.2,"The tag shows perfect lesson overlap (1.0, all 15 lessons shared) and the highest embedding similarity (0.898) among all candidates, with nearly identical standard text. All evidence strongly supports this alignment."
OH,8.EE.8a,8.EE.C.8.a,confirmed,97.0,8.EE.C.8.a,"The state standard text is nearly identical to 8.EE.C.8.a, and the lesson overlap of 62.5% (5 of 5 state lessons shared) is strong. This is the top-ranked candidate by both embedding similarity (0.85) and lesson overlap, with no competing candidate coming close."
MA,3.NF.A.2.a,3.NF.A.2.a,confirmed,99.0,3.NF.A.2.a,"The lesson overlap is perfect (1.0, all 3 lessons shared), and the state standard text is essentially identical to CCSS 3.NF.A.2.a in content and structure. This is the top-ranked candidate by both embedding similarity and lesson overlap."
ND,1.NO.CC.1,1.NBT.A.1,confirmed,97.0,1.NBT.A.1,"The lesson overlap is perfect (1.0) with all 9 lessons shared between the state standard and 1.NBT.A.1, providing the strongest possible evidence of alignment. The semantic similarity is also among the top candidates, and the content match is clear — both standards address counting to 120 starting from any number."
SD,K.OA.A.2.b,K.OA.A.2,confirmed,99.0,K.OA.A.2,"The lesson overlap is perfect (1.0, with all 16 lessons shared), and the state standard text is nearly identical to K.OA.A.2's text (the state standard appears to be a sub-part of K.OA.A.2). No other candidate comes close in lesson overlap."
